Input_1,Input_2,Predicted_Output_1,Predicted_Output_2,Expected_Output_1,Expected_Output_2
0.2688336514995722,0.4300993581315493,0.5229605079477693,0.2651588032390138,0.2759729450571861,0.4750222074414508
0.4165021392560579,0.3392398109927915,0.5398814870244261,0.27167842097027445,0.6112779339802209,0.4631244181658351
0.4910416470851322,0.050790741,0.8541217245390442,0.411964615286063,0.8359750043641119,0.4847630232362493
0.9283168614467836,0.3682515370031078,0.48916524610295253,0.7837109815169199,0.5316028259941175,0.5215272746958552
0.6555173911835339,0.5338807368067275,0.49247717576493605,0.7824548606567678,0.5301020242420923,0.605720009
0.4983814821261084,0.3334700052154893,0.81028003804811,0.4348704266077537,0.5065591161584976,0.4667351698512376
0.6403277966609736,0.3782129800849612,0.4990979053928856,0.7801491480016867,0.4066956466870641,0.5397115897446602
0.2790010972315453,0.8506873722601681,0.522937634698892,0.2651652241871678,0.4715164494148659,0.4647969003624748
0.4863393859919853,0.2329988121027861,0.7705263569674223,0.38189223754184665,0.4858002319165828,0.3982904264577136
0.5306622973974127,0.036196352,0.914184383474922,0.5489891565379567,0.7470546402338758,0.4714377834605455
0.5931082013234618,0.9610327660530968,0.5040168909800312,0.7770471111895165,0.2917135398197938,0.6020691077150012
0.5060901196967625,0.276125657,0.8327927181097414,0.4600685145366628,0.7333950593236119,0.4900874491216285
0.50214229,0.2381091851835841,0.8277391547685468,0.44103851186114923,0.5007385831312096,0.5401102470588744
0.5098233814924591,0.1991031356625688,0.8480160142182137,0.4675409951716796,0.8610683034523727,0.4913541310021625
0.4698828340613489,0.3715337955093113,0.6849051039550728,0.33673954146926827,0.5997759679974003,0.4955664964287215
0.4883339282496743,0.1886570731975973,0.7844463272950126,0.3875417269163327,0.6681606536698879,0.4012222821419475
0.5493076872667113,0.2831578647931537,0.7747108815151615,0.6358615936412442,0.5038673945866144,0.5161578054997448
0.5826982499071869,0.3027589105827357,0.6099903043532778,0.7361695589236521,0.5105534996070339,0.5076016906427111
0.4111884515800104,0.3069403215903706,0.536278149058046,0.270159618009872,0.4895013053153615,0.5027859629193467
0.5218312375049988,0.2146025642729769,0.8530927710206969,0.514745396270051,0.6964572645090873,0.5000178850088242
0.5103718798339895,0.08943326,0.8836896056101471,0.47351347269794786,0.8971091846562185,0.5001335322785412
0.5305484840885379,0.1182845195031833,0.8776422599489051,0.5418409836452239,0.8965580070091028,0.5108406927260173
0.3235812625650097,0.4058714487072856,0.5231227013071978,0.2652328388925128,0.3165945680310416,0.2113252092830932
0.5142563025056573,0.3725766729989125,0.830102766287586,0.5066850616682909,0.6344204063908618,0.4999617688002474
0.7827932708732319,0.349010671,0.4892510741412017,0.7837138772034885,0.444719445,0.5309162366147638
0.2027108774217764,0.3643184303253144,0.5230314813138488,0.26516837994677406,0.5473117843063338,0.4753359505888176
0.2293710749172106,0.2613900787616714,0.5242836765285437,0.26540490396260413,0.4958907710155588,0.000307451
0.4832418927478947,0.1360710234468915,0.7753934629640029,0.3723142381637684,0.5902737584747366,0.4705414731763592
0.4670355479892684,0.4031741263351107,0.6707379290743104,0.3305808190919967,0.2812131445446656,0.1956746955387951
0.420627555,0.532992698,0.5433162555821708,0.274240114316863,0.5163359734861498,0.5023291381025783
0.5261831289584242,0.010765412,0.921652271214819,0.5351134322781697,0.898365186,0.5102195896372671
0.1097082378087294,0.3755147910855667,0.523004221994304,0.26516307016913315,0.4547103568403441,0.4512008872293083
0.1046398445565994,0.3822687581241046,0.5229928169405487,0.26516091912499745,0.4630222700677867,0.5014757095502014
0.4848093224027471,0.1807500922317384,0.7695203694301957,0.3754733500211199,0.7506529674340039,0.4010242974385563
0.4913615023959233,0.205935811,0.7950282569930969,0.3986964739934837,0.4452330456345744,0.4243437138234708
0.5190114238342594,0.4536838856755777,0.8145835408429266,0.5418491096928582,0.7646592732910373,0.4599163969222061
0.7327275924148089,0.3902537953108067,0.4892853026265677,0.7836411040364897,0.3874785971839379,0.511213177
0.452026018,0.2918838013654276,0.6082677535508616,0.2980154255697769,0.7668834307900657,0.2749373988943785
0.9143505789893782,0.3761145495160123,0.4891434460486921,0.7837073966103214,0.4051417430915387,0.8463887546845583
0.5068185488183816,0.3767392261336968,0.8239810073522623,0.47520735006556286,0.5557998370925874,0.5027859629193467
0.6003095642498969,0.3330058978580262,0.5481933378948958,0.7617811970300901,0.6764374084177913,0.7235567798140664
0.4974053757503727,0.103851479,0.8475393642124411,0.4250303908020412,0.6179646548254185,0.4048616364726717
0.5029056341341551,0.096366427,0.8662393232506387,0.44589567759253446,0.8457745417058897,0.5213423087571131
0.5710923636848655,0.384386438,0.6371393333103785,0.7218323148728225,0.3947190150215213,0.6160880481083854
0.699243443,0.3820602188567307,0.4898935085566722,0.7834352176491264,0.4762738989381677,0.5036592877377819
0.5389688572422457,0.3399548232010031,0.7971720093768779,0.6061124897128688,0.529949388,0.5231764846747008
0.4955457969578126,0.036548348,0.8741465981477418,0.42968232324023764,0.9620246992641944,0.4978708103562888
0.1058757327479982,0.3602803435156113,0.523037891389383,0.265169418468632,0.5038267506752105,0.4081179195511477
0.4136827723175124,0.2930422617831297,0.5381251764643699,0.27077413880598294,0.4753266887020806,0.4562826968917369
0.4636223222506269,0.6847274917855735,0.6478179969763939,0.33547739668370735,0.6530861152760821,0.430525123
0.4772585233241283,0.4653113253425175,0.7190895467839626,0.36446602946263945,0.8052462147793267,0.4419311210872878
0.4980028664670443,0.1582347172988845,0.8282720581967006,0.42246455248312137,0.8827717862044262,0.5015932134231083
0.4451451280610248,0.2796500677760716,0.5870662108135759,0.28924979999171135,0.7411017904939055,0.3274061272786384
0.3512774656538149,0.5260280813103568,0.5235495037943173,0.26547376964593716,0.6336353520643047,0.267510852
0.4926865977772587,0.4326458120437427,0.7856119017061806,0.4213140496904811,0.5388037768519975,0.5004360328038152
0.4967341573919092,0.1100340309257709,0.8423781746325836,0.42173353604595387,0.6195687003422833,0.4644683487537896
0.4651648846052626,0.2908165128322841,0.6626819550513251,0.3220801770585761,0.4148649755738268,0.2239634555528064
0.539752633,0.2394227074989731,0.8211368440753866,0.589373035113734,0.7030415973279095,0.6096969458250797
0.3905990483240567,0.3329047322604961,0.5278195563303503,0.2670462195397862,0.6194476052959003,0.352382043
0.5247073584960242,0.074258889,0.9004700987920693,0.5252477382839585,0.9412358212292848,0.5014836471224222
0.3799267210981392,0.310721258,0.5260663383043296,0.2663136725063073,0.4292174452914385,0.4885068214010198
0.8375435950759593,0.3450811892905259,0.4892543423339484,0.7837245582114666,0.6031454336967534,0.5468577324485198
0.3598404246554499,0.3532339281718702,0.5240591711821933,0.26559865675222005,0.5266917990523072,0.3389776950353359
0.4647100274710991,0.496444797,0.6586088716625705,0.3286753614366244,0.4513313149966556,0.5026033029829998
0.3800424060232196,0.3113569377794519,0.5260757094563792,0.26631904757180946,0.4248545036670308,0.4840098613906076
